Concurso ;Data;Coluna1 ;Coluna2 ;Coluna3 ;Coluna4 ;Coluna5 ;Coluna6 ;Media;Mediana;Premio_Acum;Sorteio_ Especial ;Classe
684;23/07/2005;17;19;33;37;40;50;32.66;35;YES;NO;BBDDEF
685;27/07/2005;5;12;27;33;43;56;29.33;30;NO;NO;ABCDEF
686;30/07/2005;4;5;15;26;33;54;22.83;20.5;YES;NO;AABCDF
687;03/08/2005;1;7;14;41;48;59;28.33;27.5;YES;NO;AABEEF
688;06/08/2005;11;21;30;35;47;52;32.66;32.5;YES;NO;BCDDEF
689;10/08/2005;6;7;31;49;51;60;34;40;YES;NO;AADEFF
690;13/08/2005;8;12;15;41;47;53;29.33;28;YES;NO;ABBEEF
691;17/08/2005;8;16;37;50;55;58;37.33;43.5;YES;NO;ABDFFF
692;20/08/2005;11;18;33;57;58;60;39.5;45;YES;NO;BBDFFF
693;24/08/2005;13;14;17;31;41;50;27.66;24;YES;NO;BBBDEF
694;27/08/2005;15;19;29;37;41;53;32.33;33;YES;NO;BBCDEF
695;31/08/2005;6;11;13;21;40;52;23.83;17;YES;NO;ABBCEF
696;03/09/2005;9;16;34;37;53;57;34.33;35.5;NO;NO;ABDDFF
697;10/09/2005;28;31;32;35;51;53;38.33;33.5;YES;NO;CDDDFF
698;14/09/2005;8;12;22;27;43;55;27.83;24.5;YES;NO;ABCCEF
699;19/09/2005;17;23;48;50;53;54;40.83;49;YES;NO;BCEFFF
700;21/09/2005;2;3;14;24;31;40;19;19;YES;NO;AABCDE
701;24/09/2005;1;13;23;31;48;60;29.33;27;YES;NO;ABCDEF
702;28/09/2005;1;18;45;56;57;58;39.16;50.5;YES;NO;ABEFFF
703;01/10/2005;2;11;24;27;30;45;23.16;25.5;YES;NO;ABCCDE
704;05/10/2005;2;4;18;27;34;50;22.5;22.5;YES;NO;AABCDF
705;08/10/2005;3;11;13;15;26;43;18.5;14;YES;NO;ABBBCE
706;15/10/2005;2;7;10;17;22;60;19.66;13.5;YES;NO;AABBCF
707;19/10/2005;1;8;10;36;43;51;24.83;23;NO;NO;AABDEF
708;22/10/2005;7;9;13;39;45;47;26.66;26;YES;NO;AABDEE
709;26/10/2005;4;6;9;22;29;44;19;15.5;YES;NO;AAACCE
710;29/10/2005;5;25;34;39;46;49;33;36.5;YES;NO;ACDDEE
711;05/11/2005;5;10;33;40;41;59;31.33;36.5;YES;NO;ABDEEF
712;09/11/2005;7;8;35;43;53;58;34;39;YES;NO;AADEFF
713;12/11/2005;1;12;16;26;46;54;25.83;21;YES;NO;ABBCEF
714;16/11/2005;7;8;17;35;39;53;26.5;26;YES;NO;AABDDF
715;19/11/2005;4;12;24;33;36;54;27.16;28.5;NO;NO;ABCDDF
716;23/11/2005;2;7;16;29;32;50;22.66;22.5;NO;NO;AABCDF
717;26/11/2005;6;17;23;28;35;41;25;25.5;YES;NO;ABCCDE
718;30/11/2005;7;21;33;35;39;58;32.16;34;YES;NO;ACDDDF
719;03/12/2005;3;32;37;39;47;53;35.16;38;YES;NO;ADDDEF
720;07/12/2005;12;31;44;51;54;56;41.33;47.5;YES;NO;BDEFFF
721;10/12/2005;3;14;23;25;36;55;26;24;YES;NO;ABCCDF
722;14/12/2005;9;18;36;44;57;60;37.33;40;YES;NO;ABDEFF
723;17/12/2005;1;6;16;36;50;52;26.83;26;YES;NO;AABDFF
724;21/12/2005;17;27;34;48;51;55;38.66;41;YES;NO;BCDEFF
725;31/12/2005;3;9;35;37;41;49;29;36;NO;NO;AADDEE
726;04/01/2006;1;5;7;37;40;47;22.83;22;YES;NO;AAADEE
727;07/01/2006;4;12;14;30;42;59;26.83;22;YES;NO;ABBDEF
728;11/01/2006;8;13;24;32;42;44;27.16;28;YES;NO;ABCDEE
729;14/01/2006;5;18;33;43;56;57;35.33;38;NO;NO;ABDEFF
730;18/01/2006;2;15;16;45;50;54;30.33;30.5;YES;NO;ABBEFF
731;21/01/2006;6;15;16;23;28;35;20.5;19.5;YES;NO;ABBCCD
732;25/01/2006;6;17;19;49;50;53;32.33;34;YES;NO;ABBEFF
733;28/01/2006;2;12;26;31;43;46;26.66;28.5;YES;NO;ABCDEE
734;01/02/2006;27;29;43;44;45;54;40.33;43.5;NO;NO;CCEEEF
735;04/02/2006;9;15;38;40;42;52;32.66;39;YES;NO;ABDEEF
736;08/02/2006;1;21;38;41;49;56;34.33;39.5;YES;NO;ACDEEF
737;11/02/2006;11;12;24;32;33;38;25;28;YES;NO;BBCDDD
738;15/02/2006;14;15;26;30;42;54;30.16;28;YES;NO;BBCDEF
739;18/02/2006;6;10;35;45;49;56;33.5;40;YES;NO;ABDEEF
740;22/02/2006;12;16;28;29;47;50;30.33;28.5;NO;NO;BBCCEF
741;25/02/2006;24;26;27;36;39;59;35.16;31.5;YES;NO;CCCDDF
742;01/03/2006;2;7;17;34;41;50;25.16;25.5;YES;NO;AABDEF
743;04/03/2006;20;23;25;32;54;60;35.66;28.5;YES;NO;CCCDFF
744;08/03/2006;4;12;23;26;39;46;25;24.5;YES;NO;ABCCDE
745;11/03/2006;2;16;21;37;43;57;29.33;29;YES;NO;ABCDEF
746;15/03/2006;1;10;12;25;49;57;25.66;18.5;NO;NO;ABBCEF
747;18/03/2006;2;3;12;21;23;56;19.5;16.5;YES;NO;AABCCF
748;22/03/2006;1;2;7;19;35;51;19.16;13;YES;NO;AAABDF
749;25/03/2006;4;24;47;48;50;57;38.33;47.5;YES;NO;ACEEFF
750;29/03/2006;10;17;33;42;54;58;35.66;37.5;YES;NO;BBDEFF
751;01/04/2006;4;7;20;25;38;50;24;22.5;YES;NO;AACCDF
752;05/04/2006;4;23;24;25;29;42;24.5;24.5;YES;NO;ACCCCE
753;08/04/2006;2;7;22;35;43;59;28;28.5;NO;NO;AACDEF
754;12/04/2006;3;4;13;34;42;50;24.33;23.5;YES;NO;AABDEF
755;15/04/2006;4;12;30;47;49;59;33.5;38.5;YES;NO;ABDEEF
756;19/04/2006;5;27;37;38;41;50;33;37.5;YES;NO;ACDDEF
757;22/04/2006;12;17;18;30;32;58;27.83;24;YES;NO;BBBDDF
758;26/04/2006;1;23;36;43;47;59;34.83;39.5;YES;NO;ACDEEF
759;29/04/2006;30;31;39;45;48;59;42;42;YES;NO;DDDEEF
760;03/05/2006;12;17;44;45;46;60;37.33;44.5;YES;NO;BBEEEF
761;06/05/2006;13;17;27;29;40;56;30.33;28;YES;NO;BBCCEF
762;10/05/2006;9;12;21;37;39;54;28.66;29;YES;NO;ABCDDF
763;13/05/2006;1;9;26;40;47;48;28.5;33;YES;NO;AACEEE
764;18/05/2006;3;7;45;47;53;55;35;46;NO;NO;AAEEFF
765;21/05/2006;3;10;16;30;37;50;24.33;23;YES;NO;ABBDDF
766;24/05/2006;1;19;24;42;50;58;32.33;33;YES;NO;ABCEFF
767;27/05/2006;15;22;32;38;50;54;35.16;35;YES;NO;BCDDFF
768;31/05/2006;4;8;30;33;37;59;28.5;31.5;NO;NO;AADDDF
769;03/06/2006;12;16;20;21;29;50;24.66;20.5;YES;NO;BBCCCF
770;07/06/2006;4;12;25;34;35;48;26.33;29.5;YES;NO;ABCDDE
771;10/06/2006;14;21;29;34;46;47;31.83;31.5;YES;NO;BCCDEE
772;14/06/2006;10;35;38;51;52;60;41;44.5;YES;NO;BDDFFF
773;17/06/2006;3;5;14;29;34;51;22.66;21.5;YES;NO;AABCDF
774;21/06/2006;5;10;37;46;54;58;35;41.5;NO;NO;ABDEFF
775;24/06/2006;12;27;42;46;47;50;37.33;44;YES;NO;BCEEEF
776;28/06/2006;3;15;35;41;57;60;35.16;38;YES;NO;ABDEFF
777;01/07/2006;2;14;23;28;50;56;28.83;25.5;YES;NO;ABCCFF
778;05/07/2006;20;31;36;37;45;51;36.66;36.5;YES;NO;CDDDEF
779;08/07/2006;25;26;29;36;52;54;37;32.5;YES;NO;CCCDFF
780;12/07/2006;7;10;28;50;51;59;34.16;39;YES;NO;ABCFFF
781;15/07/2006;8;10;13;39;54;56;30;26;YES;NO;ABBDFF
782;19/07/2006;2;11;23;35;42;59;28.66;29;YES;NO;ABCDEF
783;22/07/2006;4;8;21;32;43;48;26;26.5;NO;NO;AACDEE
784;26/07/2006;8;27;37;42;53;56;37.16;39.5;YES;NO;ACDEFF
785;29/07/2006;5;8;17;35;37;48;25;26;NO;NO;AABDDE
786;02/08/2006;10;11;26;27;31;41;24.33;26.5;YES;NO;BBCCDE
787;05/08/2006;20;31;34;37;54;60;39.33;35.5;YES;NO;CDDDFF
788;09/08/2006;17;19;29;31;44;57;32.83;30;YES;NO;BBCDEF
789;12/08/2006;6;31;38;39;50;60;37.33;38.5;YES;NO;ADDDFF
790;16/08/2006;2;6;19;22;28;43;20;20.5;YES;NO;AABCCE
791;19/08/2006;9;14;19;35;42;58;29.5;27;NO;NO;ABBDEF
792;23/08/2006;9;29;34;43;45;56;36;38.5;YES;NO;ACDEEF
793;26/08/2006;3;15;16;33;51;57;29.16;24.5;YES;NO;ABBDFF
794;30/08/2006;3;38;42;47;55;56;40.16;44.5;YES;NO;ADEEFF
795;02/09/2006;14;21;26;29;36;48;29;27.5;YES;NO;BCCCDE
796;06/09/2006;5;19;24;34;39;43;27.33;29;YES;NO;ABCDDE
797;09/09/2006;6;12;47;48;52;58;37.16;47.5;YES;NO;ABEEFF
798;13/09/2006;3;4;9;29;32;52;21.5;19;YES;NO;AAACDF
799;16/09/2006;19;29;35;42;55;57;39.5;38.5;YES;NO;BCDEFF
800;20/09/2006;1;7;11;37;38;56;25;24;YES;NO;AABDDF
801;23/09/2006;11;19;20;22;42;48;27;21;YES;NO;BBCCEE
802;27/09/2006;6;14;18;24;48;60;28.33;21;YES;NO;ABBCEF
803;30/09/2006;3;5;10;21;28;57;20.66;15.5;YES;NO;AABCCF
804;04/10/2006;3;13;37;47;56;59;35.83;42;NO;NO;ABDEFF
805;07/10/2006;2;30;36;43;48;60;36.5;39.5;YES;NO;ADDEEF
806;12/10/2006;18;26;35;41;47;60;37.83;38;YES;NO;BCDEEF
807;14/10/2006;2;8;27;32;49;56;29;29.5;YES;NO;AACDEF
808;18/10/2006;2;15;21;31;46;57;28.66;26;YES;NO;ABCDEF
809;21/10/2006;5;11;15;23;25;30;18.16;19;YES;NO;ABBCCD
810;25/10/2006;1;4;5;33;37;48;21.33;19;YES;NO;AAADDE
811;28/10/2006;10;28;32;41;47;57;35.83;36.5;NO;NO;BCDEEF
812;01/11/2006;11;13;38;39;54;57;35.33;38.5;YES;NO;BBDDFF
813;04/11/2006;9;15;23;45;46;56;32.33;34;YES;NO;ABCEEF
814;08/11/2006;2;8;11;41;46;50;26.33;26;YES;NO;AABEEF
815;11/11/2006;9;19;37;39;50;57;35.16;38;YES;NO;ABDDFF
816;16/11/2006;20;21;30;40;47;52;35;35;YES;NO;CCDEEF
817;18/11/2006;10;29;30;34;43;52;33;32;YES;NO;BCDDEF
818;22/11/2006;8;9;22;25;41;44;24.83;23.5;YES;NO;AACCEE
819;25/11/2006;5;19;25;46;51;58;34;35.5;YES;NO;ABCEFF
820;29/11/2006;10;17;21;32;45;46;28.5;26.5;NO;NO;BBCDEE
821;02/12/2006;4;29;33;36;38;42;30.33;34.5;YES;NO;ACDDDE
822;06/12/2006;4;10;17;27;41;52;25.16;22;YES;NO;ABBCEF
823;09/12/2006;1;15;26;51;54;59;34.33;38.5;YES;NO;ABCFFF
824;13/12/2006;6;7;9;20;33;48;20.5;14.5;YES;NO;AAACDE
825;16/12/2006;10;21;28;40;41;47;31.16;34;YES;NO;BCCEEE
826;19/12/2006;6;7;8;27;45;53;24.33;17.5;YES;NO;AAACEF
827;21/12/2006;18;24;30;42;51;56;36.83;36;YES;NO;BCDEFF
828;23/12/2006;23;28;38;42;50;53;39;40;YES;NO;CCDEFF
829;31/12/2006;10;14;32;47;50;56;34.83;39.5;YES;NO;BBDEFF
830;03/01/2007;2;13;41;49;51;53;34.83;45;YES;NO;ABEEFF
831;06/01/2007;3;32;33;42;48;50;34.66;37.5;YES;NO;ADDEEF
832;10/01/2007;15;17;23;33;39;49;29.33;28;NO;NO;BBCDDE
833;13/01/2007;13;16;46;53;57;58;40.5;49.5;YES;NO;BBEFFF
834;17/01/2007;10;16;17;34;44;51;28.66;25.5;NO;NO;BBBDEF
835;20/01/2007;18;31;33;49;57;58;41;41;YES;NO;BDDEFF
836;24/01/2007;17;22;28;38;52;59;36;33;YES;NO;BCCDFF
837;27/01/2007;5;6;16;24;34;60;24.16;20;NO;NO;AABCDF
838;31/01/2007;9;23;30;38;44;47;31.83;34;YES;NO;ACDDEE
839;03/02/2007;7;8;11;18;37;43;20.66;14.5;YES;NO;AABBDE
840;07/02/2007;17;29;31;35;43;59;35.66;33;YES;NO;BCDDEF
841;10/02/2007;7;22;32;36;38;51;31;34;YES;NO;ACDDDF
842;14/02/2007;7;9;30;44;51;60;33.5;37;YES;NO;AADEFF
843;17/02/2007;1;16;34;36;45;48;30;35;YES;NO;ABDDEE
844;24/02/2007;16;24;34;44;54;57;38.16;39;YES;NO;BCDEFF
845;28/02/2007;14;19;20;40;48;52;32.16;30;YES;NO;BBCEEF
846;03/03/2007;2;3;44;47;50;54;33.33;45.5;YES;NO;AAEEFF
847;07/03/2007;14;15;27;42;44;48;31.66;34.5;NO;NO;BBCEEE
848;10/03/2007;17;27;32;34;47;56;35.5;33;NO;NO;BCDDEF
849;14/03/2007;8;9;39;44;49;58;34.5;41.5;YES;NO;AADEEF
850;17/03/2007;7;22;25;44;59;60;36.16;34.5;YES;NO;ACCEFF
851;21/03/2007;3;16;19;32;35;58;27.16;25.5;NO;NO;ABBDDF
852;24/03/2007;6;14;23;34;38;44;26.5;28.5;YES;NO;ABCDDE
853;28/03/2007;30;38;46;51;56;59;46.66;48.5;YES;NO;DDEFFF
854;31/03/2007;3;17;24;25;27;44;23.33;24.5;YES;NO;ABCCCE
855;04/04/2007;3;24;31;42;43;53;32.66;36.5;YES;NO;ACDEEF
856;07/04/2007;11;15;40;41;42;47;32.66;40.5;YES;NO;BBEEEE
857;11/04/2007;2;3;17;49;50;59;30;33;YES;NO;AABEFF
858;14/04/2007;4;18;23;31;37;54;27.83;27;NO;NO;ABCDDF
859;18/04/2007;9;12;34;46;47;57;34.16;40;YES;NO;ABDEEF
860;23/04/2007;2;8;17;22;42;44;22.5;19.5;YES;NO;AABCEE
861;25/04/2007;39;40;42;47;59;60;47.83;44.5;NO;NO;DEEEFF
862;28/04/2007;2;8;11;12;19;35;14.5;11.5;NO;NO;AABBBD
863;02/05/2007;15;24;32;50;53;57;38.5;41;YES;NO;BCDFFF
864;05/05/2007;8;11;31;33;42;57;30.33;32;YES;NO;ABDDEF
865;09/05/2007;23;26;27;41;51;53;36.83;34;YES;NO;CCCEFF
866;12/05/2007;5;27;36;40;46;48;33.66;38;YES;NO;ACDEEE
867;16/05/2007;10;19;26;28;44;54;30.16;27;YES;NO;BBCCEF
868;19/05/2007;21;22;25;40;51;57;36;32.5;YES;NO;CCCEFF
869;23/05/2007;27;29;42;49;50;51;41.33;45.5;NO;NO;CCEEFF
870;26/05/2007;8;21;34;40;43;52;33;37;YES;NO;ACDEEF
871;30/05/2007;1;5;10;17;47;58;23;13.5;YES;NO;AABBEF
872;02/06/2007;5;18;31;43;55;58;35;37;YES;NO;ABDEFF
873;06/06/2007;4;19;30;34;57;59;33.83;32;YES;NO;ABDDFF
874;09/06/2007;10;20;42;44;52;59;37.83;43;YES;NO;BCEEFF
875;13/06/2007;18;20;24;36;53;58;34.83;30;NO;NO;BCCDFF
876;16/06/2007;4;8;12;41;45;60;28.33;26.5;YES;NO;AABEEF
877;20/06/2007;13;15;20;28;31;36;23.83;24;YES;NO;BBCCDD
878;23/06/2007;11;12;37;38;43;54;32.5;37.5;YES;NO;BBDDEF
879;27/06/2007;10;28;29;35;42;46;31.66;32;YES;NO;BCCDEE
880;30/06/2007;25;30;37;46;49;51;39.66;41.5;YES;NO;CDDEEF
881;04/07/2007;4;18;24;43;51;56;32.66;33.5;YES;NO;ABCEFF
882;07/07/2007;17;41;42;44;45;60;41.5;43;NO;NO;BEEEEF
883;11/07/2007;21;32;37;52;53;60;42.5;44.5;YES;NO;CDDFFF
884;14/07/2007;2;11;12;14;22;39;16.66;13;YES;NO;ABBBCD
885;18/07/2007;4;13;31;33;47;51;29.83;32;YES;NO;ABDDEF
886;21/07/2007;17;33;37;50;55;59;41.83;43.5;YES;NO;BDDFFF
887;25/07/2007;1;12;21;32;34;44;24;26.5;YES;NO;ABCDDE
888;28/07/2007;24;40;50;52;54;60;46.66;51;NO;NO;CEFFFF
889;01/08/2007;20;24;34;39;54;60;38.5;36.5;YES;NO;CCDDFF
890;04/08/2007;7;9;17;21;22;54;21.66;19;YES;NO;AABCCF
891;08/08/2007;15;16;19;22;34;35;23.5;20.5;YES;NO;BBBCDD
892;11/08/2007;1;19;42;44;49;52;34.5;43;YES;NO;ABEEEF
893;15/08/2007;3;18;26;51;53;56;34.5;38.5;YES;NO;ABCFFF
894;18/08/2007;20;24;28;37;41;44;32.33;32.5;YES;NO;CCCDEE
895;22/08/2007;2;41;43;55;57;58;42.66;49;YES;NO;AEEFFF
896;25/08/2007;5;11;22;31;35;41;24.16;26.5;YES;NO;ABCDDE
897;29/08/2007;7;21;22;43;46;57;32.66;32.5;YES;NO;ACCEEF
898;01/09/2007;3;4;8;30;45;54;24;19;NO;NO;AAADEF
899;05/09/2007;18;20;36;53;54;58;39.83;44.5;YES;NO;BCDFFF
900;08/09/2007;4;18;21;34;38;59;29;27.5;NO;NO;ABCDDF
901;12/09/2007;13;16;32;33;34;56;30.66;32.5;YES;NO;BBDDDF
902;15/09/2007;18;23;50;52;55;58;42.66;51;YES;NO;BCFFFF
903;19/09/2007;5;17;20;32;41;55;28.33;26;YES;NO;ABCDEF
904;22/09/2007;32;44;48;51;53;59;47.83;49.5;YES;NO;DEEFFF
905;26/09/2007;2;4;15;16;55;57;24.83;15.5;NO;NO;AABBFF
906;29/09/2007;7;14;24;29;35;39;24.66;26.5;NO;NO;ABCCDD
907;03/10/2007;9;36;37;41;51;53;37.83;39;YES;NO;ADDEFF
908;06/10/2007;1;9;19;25;50;52;26;22;YES;NO;AABCFF
909;10/10/2007;17;22;26;28;38;42;28.83;27;YES;NO;BCCCDE
910;13/10/2007;3;15;27;29;36;53;27.16;28;YES;NO;ABCCDF
911;17/10/2007;1;6;28;29;46;49;26.5;28.5;NO;NO;AACCEE
912;20/10/2007;4;19;21;26;29;54;25.5;23.5;YES;NO;ABCCCF
913;24/10/2007;14;30;36;38;46;59;37.16;37;NO;NO;BDDDEF
914;27/10/2007;9;12;23;33;45;51;28.83;28;YES;NO;ABCDEF
915;31/10/2007;17;20;26;28;48;49;31.33;27;NO;NO;BCCCEE
916;03/11/2007;5;28;33;36;37;38;29.5;34.5;YES;NO;ACDDDD
917;07/11/2007;23;25;30;46;47;59;38.33;38;YES;NO;CCDEEF
918;10/11/2007;4;8;12;38;44;52;26.33;25;YES;NO;AABDEF
919;14/11/2007;3;25;31;41;43;60;33.83;36;YES;NO;ACDEEF
920;17/11/2007;5;17;24;52;55;57;35;38;YES;NO;ABCFFF
921;21/11/2007;1;9;35;41;48;57;31.83;38;YES;NO;AADEEF
922;24/11/2007;12;13;19;41;45;49;29.83;30;YES;NO;BBBEEE
923;28/11/2007;2;15;39;50;53;57;36;44.5;YES;NO;ABDFFF
924;01/12/2007;2;20;21;27;51;60;30.16;24;YES;NO;ACCCFF
925;05/12/2007;8;22;36;37;46;52;33.5;36.5;NO;NO;ACDDEF
926;08/12/2007;21;33;34;40;41;59;38;37;YES;NO;CDDEEF
927;12/12/2007;19;23;26;31;33;36;28;28.5;YES;NO;BCCDDD
928;15/12/2007;4;10;32;33;49;60;31.33;32.5;NO;NO;ABDDEF
929;19/12/2007;16;27;35;39;49;57;37.16;37;YES;NO;BCDDEF
930;22/12/2007;20;28;37;46;49;55;39.16;41.5;YES;NO;CCDEEF
931;31/12/2007;7;17;19;34;36;39;25.33;26.5;YES;NO;ABBDDD
932;05/01/2008;2;17;21;36;42;53;28.5;28.5;NO;NO;ABCDEF
933;09/01/2008;8;14;25;39;45;51;30.33;32;YES;NO;ABCDEF
934;12/01/2008;1;3;21;25;44;48;23.66;23;YES;NO;AACCEE
935;16/01/2008;7;13;18;29;31;45;23.83;23.5;YES;NO;ABBCDE
936;19/01/2008;5;14;22;29;33;44;24.5;25.5;NO;NO;ABCCDE
937;23/01/2008;2;21;22;30;41;52;28;26;YES;NO;ACCDEF
938;26/01/2008;15;27;35;50;57;59;40.5;42.5;YES;NO;BCDFFF
939;30/01/2008;6;19;23;37;49;50;30.66;30;YES;NO;ABCDEF
940;02/02/2008;5;25;31;33;37;51;30.33;32;YES;NO;ACDDDF
941;06/02/2008;10;11;15;27;53;60;29.33;21;YES;NO;BBBCFF
942;09/02/2008;5;8;18;42;52;59;30.66;30;YES;NO;AABEFF
943;13/02/2008;3;12;23;41;47;58;30.66;32;NO;NO;ABCEEF
944;16/02/2008;16;37;43;52;58;59;44.16;47.5;YES;NO;BDEFFF
945;20/02/2008;4;8;27;44;54;59;32.66;35.5;YES;NO;AACEFF
946;23/02/2008;1;5;12;47;52;59;29.33;29.5;YES;NO;AABEFF
947;27/02/2008;3;5;11;14;33;58;20.66;12.5;NO;NO;AABBDF
948;01/03/2008;22;41;44;46;52;54;43.16;45;YES;NO;CEEEFF
949;05/03/2008;1;23;41;44;51;52;35.33;42.5;YES;NO;ACEEFF
950;08/03/2008;23;41;42;48;49;59;43.66;45;YES;NO;CEEEEF
951;12/03/2008;14;24;34;39;49;55;35.83;36.5;YES;NO;BCDDEF
952;15/03/2008;2;11;18;27;30;54;23.66;22.5;YES;NO;ABBCDF
953;19/03/2008;1;16;39;42;48;55;33.5;40.5;NO;NO;ABDEEF
954;22/03/2008;5;8;18;24;33;57;24.16;21;YES;NO;AABCDF
955;26/03/2008;5;12;21;32;33;35;23;26.5;NO;NO;ABCDDD
956;29/03/2008;46;47;51;54;57;59;52.33;52.5;NO;NO;EEFFFF
957;02/04/2008;24;25;32;34;50;57;37;33;YES;NO;CCDDFF
958;05/04/2008;7;13;22;33;48;51;29;27.5;NO;NO;ABCDEF
959;09/04/2008;3;5;11;33;39;57;24.66;22;YES;NO;AABDDF
960;12/04/2008;6;18;19;33;34;53;27.16;26;YES;NO;ABBDDF
961;16/04/2008;2;4;16;21;36;53;22;18.5;YES;NO;AABCDF
962;19/04/2008;2;11;40;48;49;55;34.16;44;NO;NO;ABEEEF
963;23/04/2008;15;17;37;48;50;59;37.66;42.5;YES;NO;BBDEFF
964;26/04/2008;8;13;20;26;33;42;23.66;23;YES;NO;ABCCDE
965;30/04/2008;5;30;36;39;57;58;37.5;37.5;YES;NO;ADDDFF
966;03/05/2008;1;4;26;28;41;58;26.33;27;YES;NO;AACCEF
967;07/05/2008;5;13;14;18;30;57;22.83;16;YES;NO;ABBBDF
968;10/05/2008;1;4;13;30;51;60;26.5;21.5;YES;NO;AABDFF
969;14/05/2008;13;25;35;41;50;56;36.66;38;NO;NO;BCDEFF
970;17/05/2008;5;21;28;34;54;57;33.16;31;NO;NO;ACCDFF
971;21/05/2008;4;11;14;33;44;45;25.16;23.5;YES;NO;ABBDEE
972;24/05/2008;15;18;31;33;34;56;31.16;32;NO;NO;BBDDDF
973;28/05/2008;1;8;30;36;47;53;29.16;33;YES;NO;AADDEF
974;31/05/2008;12;16;20;31;38;45;27;25.5;YES;NO;BBCDDE
975;04/06/2008;9;30;33;37;40;41;31.66;35;YES;NO;ADDDEE
976;07/06/2008;14;23;25;28;38;53;30.16;26.5;YES;NO;BCCCDF
977;11/06/2008;3;5;7;9;17;32;12.16;8;NO;NO;AAAABD
978;14/06/2008;12;16;18;27;42;58;28.83;22.5;YES;NO;BBBCEF
979;18/06/2008;3;15;28;31;39;51;27.83;29.5;YES;NO;ABCDDF
980;21/06/2008;15;17;29;35;36;59;31.83;32;YES;NO;BBCDDF
981;25/06/2008;1;8;34;41;53;58;32.5;37.5;YES;NO;AADEFF
982;28/06/2008;8;12;24;40;43;49;29.33;32;YES;NO;ABCEEE
983;02/07/2008;16;22;32;38;40;45;32.16;35;NO;NO;BCDDEE
984;05/07/2008;4;10;20;43;46;47;28.33;31.5;YES;NO;ABCEEE
985;09/07/2008;4;16;18;46;56;59;33.16;32;YES;NO;ABBEFF
986;12/07/2008;6;15;19;24;31;32;21.16;21.5;YES;NO;ABBCDD
987;16/07/2008;13;27;31;34;47;58;35;32.5;YES;NO;BCDDEF
988;19/07/2008;8;17;46;48;56;60;39.16;47;YES;NO;ABEEFF
989;23/07/2008;2;21;27;29;32;38;24.83;28;YES;NO;ACCCDD
990;26/07/2008;2;10;15;18;29;39;18.83;16.5;NO;NO;ABBBCD
991;30/07/2008;8;9;15;38;41;60;28.5;26.5;YES;NO;AABDEF
992;02/08/2008;1;4;6;8;25;28;12;7;YES;NO;AAAACC
993;06/08/2008;5;24;25;26;42;60;30.33;25.5;YES;NO;ACCCEF
994;09/08/2008;3;20;29;40;44;58;32.33;34.5;YES;NO;ACCEEF
995;13/08/2008;4;16;31;36;54;55;32.66;33.5;YES;NO;ABDDFF
996;16/08/2008;7;15;20;21;23;29;19.16;20.5;NO;NO;ABCCCC
997;20/08/2008;9;17;18;32;53;55;30.66;25;YES;NO;ABBDFF
998;23/08/2008;3;4;21;22;28;32;18.33;21.5;YES;NO;AACCCD
999;27/08/2008;18;24;36;44;55;58;39.16;40;YES;NO;BCDEFF
1000;30/08/2008;29;38;39;49;53;58;44.33;44;YES;NO;CDDEFF
1001;03/09/2008;12;15;27;37;51;60;33.66;32;YES;NO;BBCDFF
1002;06/09/2008;3;7;25;31;40;58;27.33;28;NO;NO;AACDEF
1003;10/09/2008;5;10;16;23;26;27;17.83;19.5;NO;NO;ABBCCC
1004;13/09/2008;29;40;43;44;45;47;41.33;43.5;YES;NO;CEEEEE
1005;17/09/2008;4;6;12;37;41;42;23.66;24.5;NO;NO;AABDEE
1006;20/09/2008;2;4;17;33;48;55;26.5;25;NO;NO;AABDEF
1007;24/09/2008;4;27;36;37;49;52;34.16;36.5;YES;NO;ACDDEF
1008;27/09/2008;7;13;15;34;42;48;26.5;24.5;YES;NO;ABBDEE
1009;01/10/2008;1;6;12;29;34;58;23.33;20.5;NO;NO;AABCDF
1010;04/10/2008;2;3;13;37;46;54;25.83;25;YES;NO;AABDEF
1011;08/10/2008;2;11;21;30;35;52;25.16;25.5;YES;NO;ABCDDF
1012;11/10/2008;14;19;40;47;55;58;38.83;43.5;YES;NO;BBEEFF
1013;15/10/2008;7;9;12;19;20;41;18;15.5;NO;NO;AABBCE
1014;18/10/2008;8;9;25;41;57;60;33.33;33;YES;NO;AACEFF
1015;22/10/2008;3;8;17;26;28;49;21.83;21.5;YES;NO;AABCCE
1016;25/10/2008;5;9;11;20;25;60;21.66;15.5;NO;NO;AABCCF
1017;29/10/2008;6;19;31;34;51;56;32.83;32.5;YES;NO;ABDDFF
1018;01/11/2008;9;24;44;51;55;58;40.16;47.5;YES;NO;ACEFFF
1019;05/11/2008;4;13;23;29;46;47;27;26;YES;NO;ABCCEE
1020;08/11/2008;1;2;19;32;39;52;24.16;25.5;YES;NO;AABDDF
1021;12/11/2008;2;33;42;43;51;55;37.66;42.5;NO;NO;ADEEFF
1022;16/11/2008;5;21;31;39;40;56;32;35;YES;NO;ACDDEF
1023;19/11/2008;2;7;8;18;40;45;20;13;YES;NO;AAABEE
1024;22/11/2008;18;22;28;29;39;53;31.5;28.5;YES;NO;BCCCDF
1025;26/11/2008;10;27;28;29;40;52;31;28.5;YES;NO;BCCCEF
1026;29/11/2008;6;10;17;33;51;53;28.33;25;YES;NO;ABBDFF
